# y_px 	 x_px 	 Vorbin_Id
 28.000000  30.000000        9
 28.000000  31.000000       12
 28.000000  32.000000       10
 28.000000  33.000000       10
 28.000000  34.000000       14
 28.000000  35.000000       14
 28.000000  36.000000       14
 28.000000  37.000000       14
 28.000000  38.000000       14
 29.000000  21.000000        4
 29.000000  22.000000        4
 29.000000  23.000000        4
 29.000000  24.000000        4
 29.000000  25.000000        4
 29.000000  26.000000        2
 29.000000  27.000000        2
 29.000000  28.000000        2
 29.000000  29.000000        0
 29.000000  30.000000        9
 29.000000  31.000000       10
 29.000000  32.000000       10
 29.000000  33.000000       10
 29.000000  34.000000       10
 29.000000  35.000000       14
 29.000000  36.000000       14
 29.000000  37.000000       14
 29.000000  38.000000       14
 30.000000  21.000000        4
 30.000000  22.000000        4
 30.000000  23.000000        4
 30.000000  24.000000        4
 30.000000  25.000000        4
 30.000000  26.000000        2
 30.000000  27.000000        2
 30.000000  28.000000        3
 30.000000  29.000000        3
 30.000000  30.000000        8
 30.000000  31.000000       10
 30.000000  32.000000       10
 30.000000  33.000000       10
 30.000000  34.000000       10
 30.000000  35.000000       11
 30.000000  36.000000       11
 30.000000  37.000000       11
 30.000000  38.000000       11
 31.000000  21.000000        4
 31.000000  22.000000        5
 31.000000  23.000000        5
 31.000000  24.000000        5
 31.000000  25.000000        5
 31.000000  26.000000        2
 31.000000  27.000000        3
 31.000000  28.000000        3
 31.000000  29.000000        3
 31.000000  30.000000        8
 31.000000  31.000000        8
 31.000000  32.000000       10
 31.000000  33.000000       10
 31.000000  34.000000       11
 31.000000  35.000000       11
 31.000000  36.000000       11
 31.000000  37.000000       11
 31.000000  38.000000       11
 32.000000  21.000000        5
 32.000000  22.000000        5
 32.000000  23.000000        5
 32.000000  24.000000        5
 32.000000  25.000000        5
 32.000000  26.000000        5
 32.000000  27.000000        6
 32.000000  28.000000        6
 32.000000  29.000000        6
 32.000000  30.000000        8
 32.000000  31.000000        8
 32.000000  32.000000        8
 32.000000  33.000000       11
 32.000000  34.000000       11
 32.000000  35.000000       11
 32.000000  36.000000       11
 32.000000  37.000000       11
 33.000000  22.000000        5
 33.000000  23.000000        5
 33.000000  24.000000        5
 33.000000  25.000000        5
 33.000000  26.000000        5
 33.000000  27.000000        6
 33.000000  28.000000        6
 33.000000  29.000000        6
 33.000000  30.000000        6
 33.000000  31.000000        8
 33.000000  32.000000        8
 33.000000  33.000000       11
 33.000000  34.000000       11
 33.000000  35.000000       11
 33.000000  36.000000       11
 33.000000  37.000000       11
 34.000000  22.000000        5
 34.000000  23.000000        5
 34.000000  24.000000        5
 34.000000  25.000000        5
 34.000000  26.000000        5
 34.000000  27.000000        6
 34.000000  28.000000        6
 34.000000  29.000000        6
 34.000000  30.000000        6
 34.000000  31.000000        8
 34.000000  32.000000       11
 34.000000  33.000000       11
 34.000000  34.000000       11
 34.000000  35.000000       11
 34.000000  36.000000       11
 34.000000  37.000000       11
 35.000000  23.000000        5
 35.000000  24.000000        5
 35.000000  25.000000        5
 35.000000  26.000000        5
 35.000000  27.000000        7
 35.000000  28.000000        7
 35.000000  29.000000        7
 35.000000  30.000000        7
 35.000000  31.000000        7
 35.000000  32.000000       11
 35.000000  33.000000       11
 35.000000  34.000000       11
 35.000000  35.000000       11
 36.000000  23.000000        5
 36.000000  24.000000        5
 36.000000  25.000000        5
 36.000000  26.000000        7
 36.000000  27.000000        7
 36.000000  28.000000        7
 36.000000  29.000000        7
 36.000000  30.000000        7
 36.000000  31.000000        7
 36.000000  32.000000        7
 36.000000  33.000000       11
 36.000000  34.000000       11
 37.000000  24.000000        5
 37.000000  25.000000        7
 37.000000  26.000000        7
 37.000000  27.000000        7
 37.000000  28.000000        7
 37.000000  29.000000        7
 37.000000  30.000000        7
 37.000000  31.000000        7
 37.000000  32.000000        7
 37.000000  33.000000        7
 37.000000  34.000000       11
 38.000000  24.000000        7
 38.000000  25.000000        7
 38.000000  26.000000        7
 38.000000  27.000000        7
 38.000000  28.000000        7
 38.000000  29.000000        7
 38.000000  30.000000        7
 38.000000  31.000000        7
 38.000000  32.000000        7
 39.000000  26.000000        7
 39.000000  27.000000        7
 39.000000  28.000000        7
 39.000000  29.000000        7
 39.000000  30.000000        7
