CMDLINE mpiexec --oversubscribe -n 6 python run.py
CHLD 2 718.109375 1616612844.7116
CHLD 3 473.191406 1616612844.7116
CHLD 4 473.687500 1616612844.7117
CHLD 5 671.785156 1616612844.7118
MEM 3119.808594 1616612844.8314
CHLD 0 506.464844 1616612844.8506
CHLD 1 473.601562 1616612844.8507
CHLD 2 718.109375 1616612844.8508
CHLD 3 473.191406 1616612844.8508
CHLD 4 473.687500 1616612844.8509
CHLD 5 471.457031 1616612844.8510
MEM 3145.468750 1616612844.9709
CHLD 0 654.917969 1616612844.9905
CHLD 1 473.601562 1616612844.9906
CHLD 2 595.800781 1616612844.9907
CHLD 3 473.191406 1616612844.9908
CHLD 4 473.687500 1616612844.9909
CHLD 5 471.457031 1616612844.9910
MEM 3313.089844 1616612845.1114
CHLD 0 802.949219 1616612845.1305
CHLD 1 473.601562 1616612845.1306
CHLD 2 615.132812 1616612845.1306
CHLD 3 473.191406 1616612845.1307
CHLD 4 473.687500 1616612845.1308
CHLD 5 471.457031 1616612845.1308
MEM 3298.148438 1616612845.2516
CHLD 0 654.546875 1616612845.2715
CHLD 1 473.601562 1616612845.2716
CHLD 2 673.832031 1616612845.2717
CHLD 3 473.191406 1616612845.2718
CHLD 4 473.687500 1616612845.2719
CHLD 5 551.632812 1616612845.2719
MEM 3409.281250 1616612845.3936
CHLD 0 500.742188 1616612845.4117
CHLD 1 473.601562 1616612845.4118
CHLD 2 673.832031 1616612845.4119
CHLD 3 473.191406 1616612845.4119
CHLD 4 473.687500 1616612845.4120
CHLD 5 692.914062 1616612845.4121
MEM 3361.777344 1616612845.5312
CHLD 0 448.246094 1616612845.5495
CHLD 1 473.601562 1616612845.5496
CHLD 2 558.042969 1616612845.5497
CHLD 3 473.191406 1616612845.5498
CHLD 4 473.687500 1616612845.5498
CHLD 5 816.148438 1616612845.5499
MEM 2955.675781 1616612845.6694
CHLD 0 585.308594 1616612845.6887
CHLD 1 473.601562 1616612845.6888
CHLD 2 473.574219 1616612845.6889
CHLD 3 473.191406 1616612845.6889
CHLD 4 473.687500 1616612845.6890
CHLD 5 472.679688 1616612845.6891
MEM 3103.917969 1616612845.8094
CHLD 0 734.371094 1616612845.8292
CHLD 1 473.601562 1616612845.8293
CHLD 2 473.574219 1616612845.8293
CHLD 3 473.191406 1616612845.8294
CHLD 4 473.687500 1616612845.8295
CHLD 5 472.679688 1616612845.8295
MEM 3209.468750 1616612845.9488
CHLD 0 695.000000 1616612845.9655
CHLD 1 473.601562 1616612845.9656
CHLD 2 473.574219 1616612845.9656
CHLD 3 473.191406 1616612845.9657
CHLD 4 473.687500 1616612845.9657
CHLD 5 472.679688 1616612845.9658
MEM 3170.527344 1616612846.0860
CHLD 0 654.546875 1616612846.1055
CHLD 1 473.601562 1616612846.1056
CHLD 2 624.132812 1616612846.1057
CHLD 3 473.191406 1616612846.1057
CHLD 4 473.687500 1616612846.1058
CHLD 5 472.679688 1616612846.1059
MEM 3100.351562 1616612846.2255
CHLD 0 448.246094 1616612846.2443
CHLD 1 473.601562 1616612846.2444
CHLD 2 756.390625 1616612846.2445
CHLD 3 473.191406 1616612846.2446
CHLD 4 473.687500 1616612846.2446
CHLD 5 472.679688 1616612846.2447
MEM 3227.195312 1616612846.3641
CHLD 0 448.246094 1616612846.3828
CHLD 1 473.601562 1616612846.3829
CHLD 2 842.222656 1616612846.3830
CHLD 3 473.191406 1616612846.3831
CHLD 4 473.687500 1616612846.3831
CHLD 5 472.679688 1616612846.3832
MEM 2835.109375 1616612846.5028
CHLD 0 448.246094 1616612846.5215
CHLD 1 473.601562 1616612846.5216
CHLD 2 473.617188 1616612846.5216
CHLD 3 473.191406 1616612846.5217
CHLD 4 473.687500 1616612846.5218
CHLD 5 472.679688 1616612846.5219
MEM 2835.109375 1616612846.6409
CHLD 0 448.246094 1616612846.6592
CHLD 1 473.601562 1616612846.6593
CHLD 2 473.617188 1616612846.6594
CHLD 3 473.191406 1616612846.6594
CHLD 4 473.687500 1616612846.6595
CHLD 5 472.679688 1616612846.6596
MEM 2835.109375 1616612846.7788
CHLD 0 448.246094 1616612846.7972
CHLD 1 473.601562 1616612846.7973
CHLD 2 473.617188 1616612846.7974
CHLD 3 473.191406 1616612846.7974
CHLD 4 473.687500 1616612846.7975
CHLD 5 472.679688 1616612846.7976
MEM 2835.109375 1616612846.9168
CHLD 0 448.246094 1616612846.9353
CHLD 1 473.601562 1616612846.9354
CHLD 2 473.617188 1616612846.9355
CHLD 3 473.191406 1616612846.9356
CHLD 4 473.687500 1616612846.9356
CHLD 5 472.679688 1616612846.9357
MEM 2835.109375 1616612847.0546
CHLD 0 448.246094 1616612847.0728
CHLD 1 473.601562 1616612847.0728
CHLD 2 473.617188 1616612847.0729
CHLD 3 473.191406 1616612847.0730
CHLD 4 473.687500 1616612847.0730
CHLD 5 472.679688 1616612847.0731
MEM 2835.109375 1616612847.1921
CHLD 0 448.246094 1616612847.2102
CHLD 1 473.601562 1616612847.2103
CHLD 2 473.617188 1616612847.2103
CHLD 3 473.191406 1616612847.2104
CHLD 4 473.687500 1616612847.2105
CHLD 5 472.679688 1616612847.2105
MEM 2835.109375 1616612847.3295
CHLD 0 448.246094 1616612847.3473
CHLD 1 473.601562 1616612847.3474
CHLD 2 473.617188 1616612847.3475
CHLD 3 473.191406 1616612847.3476
CHLD 4 473.687500 1616612847.3476
CHLD 5 472.679688 1616612847.3477
MEM 2835.109375 1616612847.4661
CHLD 0 448.246094 1616612847.4836
CHLD 1 473.601562 1616612847.4837
CHLD 2 473.617188 1616612847.4837
CHLD 3 473.191406 1616612847.4838
CHLD 4 473.687500 1616612847.4839
CHLD 5 472.679688 1616612847.4840
MEM 2835.109375 1616612847.6025
CHLD 0 448.246094 1616612847.6205
CHLD 1 473.601562 1616612847.6206
CHLD 2 473.617188 1616612847.6207
CHLD 3 473.191406 1616612847.6207
CHLD 4 473.687500 1616612847.6208
CHLD 5 472.679688 1616612847.6209
MEM 2835.109375 1616612847.7392
CHLD 0 448.246094 1616612847.7571
CHLD 1 473.601562 1616612847.7572
CHLD 2 473.617188 1616612847.7573
CHLD 3 473.191406 1616612847.7574
CHLD 4 473.687500 1616612847.7575
CHLD 5 472.679688 1616612847.7575
MEM 2835.109375 1616612847.8761
CHLD 0 448.246094 1616612847.8938
CHLD 1 473.601562 1616612847.8939
CHLD 2 473.617188 1616612847.8940
CHLD 3 473.191406 1616612847.8941
CHLD 4 473.687500 1616612847.8941
CHLD 5 472.679688 1616612847.8942
MEM 2835.109375 1616612848.0130
CHLD 0 448.246094 1616612848.0309
CHLD 1 473.601562 1616612848.0310
CHLD 2 473.617188 1616612848.0311
CHLD 3 473.191406 1616612848.0312
CHLD 4 473.687500 1616612848.0312
CHLD 5 472.679688 1616612848.0313
MEM 2835.109375 1616612848.1497
CHLD 0 448.246094 1616612848.1674
CHLD 1 473.601562 1616612848.1675
CHLD 2 473.617188 1616612848.1676
CHLD 3 473.191406 1616612848.1677
CHLD 4 473.687500 1616612848.1678
CHLD 5 472.679688 1616612848.1678
MEM 2835.109375 1616612848.2864
CHLD 0 448.246094 1616612848.3044
CHLD 1 473.601562 1616612848.3045
CHLD 2 473.617188 1616612848.3046
CHLD 3 473.191406 1616612848.3046
CHLD 4 473.687500 1616612848.3047
CHLD 5 472.679688 1616612848.3048
MEM 2835.109375 1616612848.4234
CHLD 0 448.246094 1616612848.4414
CHLD 1 473.601562 1616612848.4415
CHLD 2 473.617188 1616612848.4416
CHLD 3 473.191406 1616612848.4416
CHLD 4 473.687500 1616612848.4417
CHLD 5 472.679688 1616612848.4418
MEM 2835.109375 1616612848.5609
CHLD 0 448.246094 1616612848.5786
CHLD 1 473.601562 1616612848.5787
CHLD 2 473.617188 1616612848.5787
CHLD 3 473.191406 1616612848.5788
CHLD 4 473.687500 1616612848.5789
CHLD 5 472.679688 1616612848.5790
MEM 2835.109375 1616612848.6981
CHLD 0 448.246094 1616612848.7159
CHLD 1 473.601562 1616612848.7160
CHLD 2 473.617188 1616612848.7161
CHLD 3 473.191406 1616612848.7161
CHLD 4 473.687500 1616612848.7162
CHLD 5 472.679688 1616612848.7163
MEM 2835.109375 1616612848.8348
CHLD 0 448.246094 1616612848.8525
CHLD 1 473.601562 1616612848.8526
CHLD 2 473.617188 1616612848.8526
CHLD 3 473.191406 1616612848.8527
CHLD 4 473.687500 1616612848.8528
CHLD 5 472.679688 1616612848.8528
MEM 2835.109375 1616612848.9714
CHLD 0 448.246094 1616612848.9895
CHLD 1 473.601562 1616612848.9896
CHLD 2 473.617188 1616612848.9896
CHLD 3 473.191406 1616612848.9897
CHLD 4 473.687500 1616612848.9898
CHLD 5 472.679688 1616612848.9898
MEM 2835.109375 1616612849.1083
CHLD 0 448.246094 1616612849.1260
CHLD 1 473.601562 1616612849.1261
CHLD 2 473.617188 1616612849.1262
CHLD 3 473.191406 1616612849.1262
CHLD 4 473.687500 1616612849.1263
CHLD 5 472.679688 1616612849.1264
MEM 2835.109375 1616612849.2452
CHLD 0 448.246094 1616612849.2633
CHLD 1 473.601562 1616612849.2634
CHLD 2 473.617188 1616612849.2635
CHLD 3 473.191406 1616612849.2635
CHLD 4 473.687500 1616612849.2636
CHLD 5 472.679688 1616612849.2636
MEM 2835.109375 1616612849.3819
CHLD 0 448.246094 1616612849.3996
CHLD 1 473.601562 1616612849.3997
CHLD 2 473.617188 1616612849.3997
CHLD 3 473.191406 1616612849.3998
CHLD 4 473.687500 1616612849.3999
CHLD 5 472.679688 1616612849.3999
MEM 2835.109375 1616612849.5184
CHLD 0 448.246094 1616612849.5361
CHLD 1 473.601562 1616612849.5362
CHLD 2 473.617188 1616612849.5363
CHLD 3 473.191406 1616612849.5363
CHLD 4 473.687500 1616612849.5364
CHLD 5 472.679688 1616612849.5365
MEM 2835.109375 1616612849.6555
CHLD 0 448.246094 1616612849.6735
CHLD 1 473.601562 1616612849.6736
CHLD 2 473.617188 1616612849.6737
CHLD 3 473.191406 1616612849.6737
CHLD 4 473.687500 1616612849.6738
CHLD 5 472.679688 1616612849.6739
MEM 2835.109375 1616612849.7921
CHLD 0 448.246094 1616612849.8099
CHLD 1 473.601562 1616612849.8099
CHLD 2 473.617188 1616612849.8100
CHLD 3 473.191406 1616612849.8101
CHLD 4 473.687500 1616612849.8101
CHLD 5 472.679688 1616612849.8102
MEM 2835.109375 1616612849.9286
CHLD 0 448.246094 1616612849.9465
CHLD 1 473.601562 1616612849.9466
CHLD 2 473.617188 1616612849.9467
CHLD 3 473.191406 1616612849.9467
CHLD 4 473.687500 1616612849.9468
CHLD 5 472.679688 1616612849.9469
MEM 2835.109375 1616612850.0655
CHLD 0 448.246094 1616612850.0834
CHLD 1 473.601562 1616612850.0835
CHLD 2 473.617188 1616612850.0836
CHLD 3 473.191406 1616612850.0837
CHLD 4 473.687500 1616612850.0837
CHLD 5 472.679688 1616612850.0838
MEM 2835.109375 1616612850.2024
CHLD 0 448.246094 1616612850.2205
CHLD 1 473.601562 1616612850.2206
CHLD 2 473.617188 1616612850.2206
CHLD 3 473.191406 1616612850.2207
CHLD 4 473.687500 1616612850.2208
CHLD 5 472.679688 1616612850.2208
MEM 2835.109375 1616612850.3396
CHLD 0 448.246094 1616612850.3575
CHLD 1 473.601562 1616612850.3576
CHLD 2 473.617188 1616612850.3577
CHLD 3 473.191406 1616612850.3577
CHLD 4 473.687500 1616612850.3578
CHLD 5 472.679688 1616612850.3579
MEM 2835.109375 1616612850.4763
CHLD 0 448.246094 1616612850.4941
CHLD 1 473.601562 1616612850.4941
CHLD 2 473.617188 1616612850.4942
CHLD 3 473.191406 1616612850.4943
CHLD 4 473.687500 1616612850.4944
CHLD 5 472.679688 1616612850.4944
MEM 2835.109375 1616612850.6130
CHLD 0 448.246094 1616612850.6310
CHLD 1 473.601562 1616612850.6311
CHLD 2 473.617188 1616612850.6312
CHLD 3 473.191406 1616612850.6312
CHLD 4 473.687500 1616612850.6313
CHLD 5 472.679688 1616612850.6314
MEM 2835.109375 1616612850.7500
CHLD 0 448.246094 1616612850.7679
CHLD 1 473.601562 1616612850.7680
CHLD 2 473.617188 1616612850.7681
CHLD 3 473.191406 1616612850.7682
CHLD 4 473.687500 1616612850.7682
CHLD 5 472.679688 1616612850.7683
MEM 2835.109375 1616612850.8867
CHLD 0 448.246094 1616612850.9043
CHLD 1 473.601562 1616612850.9044
CHLD 2 473.617188 1616612850.9044
CHLD 3 473.191406 1616612850.9045
CHLD 4 473.687500 1616612850.9046
CHLD 5 472.679688 1616612850.9047
MEM 2835.109375 1616612851.0233
CHLD 0 448.246094 1616612851.0411
CHLD 1 473.601562 1616612851.0412
CHLD 2 473.617188 1616612851.0412
CHLD 3 473.191406 1616612851.0413
CHLD 4 473.687500 1616612851.0414
CHLD 5 472.679688 1616612851.0414
MEM 2835.109375 1616612851.1601
CHLD 0 448.246094 1616612851.1779
CHLD 1 473.601562 1616612851.1780
CHLD 2 473.617188 1616612851.1780
CHLD 3 473.191406 1616612851.1781
CHLD 4 473.687500 1616612851.1782
CHLD 5 472.679688 1616612851.1782
MEM 2835.109375 1616612851.2966
CHLD 0 448.246094 1616612851.3143
CHLD 1 473.601562 1616612851.3143
CHLD 2 473.617188 1616612851.3144
CHLD 3 473.191406 1616612851.3145
CHLD 4 473.687500 1616612851.3145
CHLD 5 472.679688 1616612851.3146
MEM 2835.109375 1616612851.4331
CHLD 0 448.246094 1616612851.4511
CHLD 1 473.601562 1616612851.4512
CHLD 2 473.617188 1616612851.4513
CHLD 3 473.191406 1616612851.4514
CHLD 4 473.687500 1616612851.4514
CHLD 5 472.679688 1616612851.4515
MEM 2835.109375 1616612851.5709
CHLD 0 448.246094 1616612851.5889
CHLD 1 473.601562 1616612851.5890
CHLD 2 473.617188 1616612851.5891
CHLD 3 473.191406 1616612851.5892
CHLD 4 473.687500 1616612851.5892
CHLD 5 472.679688 1616612851.5893
MEM 2835.109375 1616612851.7079
CHLD 0 448.246094 1616612851.7256
CHLD 1 473.601562 1616612851.7256
CHLD 2 473.617188 1616612851.7257
CHLD 3 473.191406 1616612851.7258
CHLD 4 473.687500 1616612851.7259
CHLD 5 472.679688 1616612851.7259
MEM 2835.109375 1616612851.8450
CHLD 0 448.246094 1616612851.8629
CHLD 1 473.601562 1616612851.8630
CHLD 2 473.617188 1616612851.8631
CHLD 3 473.191406 1616612851.8631
CHLD 4 473.687500 1616612851.8632
CHLD 5 472.679688 1616612851.8633
MEM 2835.109375 1616612851.9817
CHLD 0 448.246094 1616612851.9995
CHLD 1 473.601562 1616612851.9996
CHLD 2 473.617188 1616612851.9997
CHLD 3 473.191406 1616612851.9997
CHLD 4 473.687500 1616612851.9998
CHLD 5 472.679688 1616612851.9999
MEM 2835.109375 1616612852.1184
CHLD 0 448.246094 1616612852.1361
CHLD 1 473.601562 1616612852.1362
CHLD 2 473.617188 1616612852.1363
CHLD 3 473.191406 1616612852.1363
CHLD 4 473.687500 1616612852.1364
CHLD 5 472.679688 1616612852.1365
MEM 2835.109375 1616612852.2549
CHLD 0 448.246094 1616612852.2726
CHLD 1 473.601562 1616612852.2727
CHLD 2 473.617188 1616612852.2728
CHLD 3 473.191406 1616612852.2728
CHLD 4 473.687500 1616612852.2729
CHLD 5 472.679688 1616612852.2730
MEM 2835.109375 1616612852.3916
CHLD 0 448.246094 1616612852.4095
CHLD 1 473.601562 1616612852.4096
CHLD 2 473.617188 1616612852.4097
CHLD 3 473.191406 1616612852.4098
CHLD 4 473.687500 1616612852.4098
CHLD 5 472.679688 1616612852.4099
MEM 2835.109375 1616612852.5284
CHLD 0 448.246094 1616612852.5459
CHLD 1 473.601562 1616612852.5460
CHLD 2 473.617188 1616612852.5461
CHLD 3 473.191406 1616612852.5461
CHLD 4 473.687500 1616612852.5462
CHLD 5 472.679688 1616612852.5462
MEM 2875.582031 1616612852.6646
CHLD 0 448.246094 1616612852.6822
CHLD 1 473.601562 1616612852.6823
CHLD 2 473.617188 1616612852.6823
CHLD 3 539.187500 1616612852.6824
CHLD 4 473.687500 1616612852.6825
CHLD 5 472.679688 1616612852.6825
MEM 3073.324219 1616612852.8004
CHLD 0 448.246094 1616612852.8178
CHLD 1 473.601562 1616612852.8179
CHLD 2 473.617188 1616612852.8179
CHLD 3 717.851562 1616612852.8180
CHLD 4 473.687500 1616612852.8181
CHLD 5 472.679688 1616612852.8181
MEM 3079.769531 1616612852.9372
CHLD 0 448.246094 1616612852.9552
CHLD 1 473.601562 1616612852.9553
CHLD 2 473.617188 1616612852.9554
CHLD 3 717.851562 1616612852.9554
CHLD 4 473.687500 1616612852.9555
CHLD 5 472.679688 1616612852.9556
MEM 3079.769531 1616612853.0737
CHLD 0 448.246094 1616612853.0911
CHLD 1 473.601562 1616612853.0912
CHLD 2 473.617188 1616612853.0913
CHLD 3 717.851562 1616612853.0913
CHLD 4 473.687500 1616612853.0914
CHLD 5 472.679688 1616612853.0915
MEM 2957.460938 1616612853.2101
CHLD 0 448.246094 1616612853.2277
CHLD 1 473.601562 1616612853.2278
CHLD 2 473.617188 1616612853.2279
CHLD 3 604.046875 1616612853.2279
CHLD 4 473.687500 1616612853.2280
CHLD 5 472.679688 1616612853.2281
MEM 3029.562500 1616612853.3472
CHLD 0 448.246094 1616612853.3655
CHLD 1 473.601562 1616612853.3656
CHLD 2 473.617188 1616612853.3657
CHLD 3 673.574219 1616612853.3657
CHLD 4 473.687500 1616612853.3658
CHLD 5 472.679688 1616612853.3659
MEM 3035.492188 1616612853.4859
CHLD 0 448.246094 1616612853.5047
CHLD 1 473.601562 1616612853.5048
CHLD 2 473.617188 1616612853.5048
CHLD 3 673.574219 1616612853.5049
CHLD 4 473.687500 1616612853.5050
CHLD 5 472.679688 1616612853.5050
MEM 2932.386719 1616612853.6236
CHLD 0 561.636719 1616612853.6413
CHLD 1 473.601562 1616612853.6414
CHLD 2 473.617188 1616612853.6415
CHLD 3 473.320312 1616612853.6415
CHLD 4 473.687500 1616612853.6416
CHLD 5 472.679688 1616612853.6417
MEM 3088.363281 1616612853.7606
CHLD 0 718.128906 1616612853.7787
CHLD 1 473.601562 1616612853.7788
CHLD 2 473.617188 1616612853.7789
CHLD 3 473.320312 1616612853.7790
CHLD 4 473.687500 1616612853.7791
CHLD 5 472.679688 1616612853.7791
MEM 3241.503906 1616612853.8975
CHLD 0 763.007812 1616612853.9137
CHLD 1 473.601562 1616612853.9138
CHLD 2 473.617188 1616612853.9139
CHLD 3 473.320312 1616612853.9139
CHLD 4 473.687500 1616612853.9140
CHLD 5 472.679688 1616612853.9140
MEM 3210.917969 1616612854.0334
CHLD 0 654.546875 1616612854.0517
CHLD 1 473.601562 1616612854.0518
CHLD 2 473.617188 1616612854.0518
CHLD 3 671.574219 1616612854.0519
CHLD 4 473.687500 1616612854.0520
CHLD 5 472.679688 1616612854.0520
MEM 3175.542969 1616612854.1712
CHLD 0 448.246094 1616612854.1893
CHLD 1 473.601562 1616612854.1894
CHLD 2 473.617188 1616612854.1895
CHLD 3 831.933594 1616612854.1895
CHLD 4 496.371094 1616612854.1896
CHLD 5 472.679688 1616612854.1896
MEM 2988.632812 1616612854.3094
CHLD 0 448.246094 1616612854.3284
CHLD 1 473.601562 1616612854.3284
CHLD 2 473.617188 1616612854.3285
CHLD 3 473.320312 1616612854.3286
CHLD 4 647.707031 1616612854.3287
CHLD 5 472.679688 1616612854.3287
MEM 3079.898438 1616612854.4488
CHLD 0 448.246094 1616612854.4679
CHLD 1 473.601562 1616612854.4680
CHLD 2 473.617188 1616612854.4681
CHLD 3 473.320312 1616612854.4682
CHLD 4 718.347656 1616612854.4682
CHLD 5 472.679688 1616612854.4683
MEM 3079.898438 1616612854.5883
CHLD 0 448.246094 1616612854.6076
CHLD 1 473.601562 1616612854.6077
CHLD 2 473.617188 1616612854.6078
CHLD 3 473.320312 1616612854.6079
CHLD 4 718.347656 1616612854.6080
CHLD 5 472.679688 1616612854.6080
MEM 3079.898438 1616612854.7280
CHLD 0 448.246094 1616612854.7472
CHLD 1 473.601562 1616612854.7473
CHLD 2 473.617188 1616612854.7473
CHLD 3 473.320312 1616612854.7474
CHLD 4 718.347656 1616612854.7475
CHLD 5 472.679688 1616612854.7476
MEM 3080.667969 1616612854.8674
CHLD 0 448.246094 1616612854.8860
CHLD 1 473.601562 1616612854.8860
CHLD 2 473.617188 1616612854.8861
CHLD 3 474.089844 1616612854.8862
CHLD 4 598.242188 1616612854.8863
CHLD 5 472.679688 1616612854.8863
MEM 2977.433594 1616612855.0054
CHLD 0 448.246094 1616612855.0239
CHLD 1 473.601562 1616612855.0240
CHLD 2 473.617188 1616612855.0240
CHLD 3 474.089844 1616612855.0241
CHLD 4 615.113281 1616612855.0242
CHLD 5 472.679688 1616612855.0242
MEM 3036.132812 1616612855.1432
CHLD 0 448.246094 1616612855.1614
CHLD 1 473.601562 1616612855.1615
CHLD 2 473.617188 1616612855.1616
CHLD 3 474.089844 1616612855.1617
CHLD 4 673.812500 1616612855.1617
CHLD 5 472.679688 1616612855.1618
MEM 3036.132812 1616612855.2818
CHLD 0 448.246094 1616612855.3012
CHLD 1 473.601562 1616612855.3013
CHLD 2 473.617188 1616612855.3014
CHLD 3 474.089844 1616612855.3014
CHLD 4 673.812500 1616612855.3015
CHLD 5 472.679688 1616612855.3016
MEM 3036.132812 1616612855.4207
CHLD 0 448.246094 1616612855.4391
CHLD 1 473.601562 1616612855.4392
CHLD 2 473.617188 1616612855.4393
CHLD 3 474.089844 1616612855.4393
CHLD 4 520.105469 1616612855.4394
CHLD 5 472.679688 1616612855.4395
MEM 2962.894531 1616612855.5584
CHLD 0 591.238281 1616612855.5768
CHLD 1 473.601562 1616612855.5769
CHLD 2 473.617188 1616612855.5770
CHLD 3 474.089844 1616612855.5770
CHLD 4 473.519531 1616612855.5771
CHLD 5 472.679688 1616612855.5772
MEM 3113.714844 1616612855.6968
CHLD 0 742.621094 1616612855.7157
CHLD 1 473.601562 1616612855.7158
CHLD 2 473.617188 1616612855.7159
CHLD 3 474.089844 1616612855.7160
CHLD 4 473.519531 1616612855.7160
CHLD 5 472.679688 1616612855.7161
MEM 3104.351562 1616612855.8330
CHLD 0 654.546875 1616612855.8504
CHLD 1 473.601562 1616612855.8505
CHLD 2 473.617188 1616612855.8506
CHLD 3 474.089844 1616612855.8507
CHLD 4 482.539062 1616612855.8507
CHLD 5 472.679688 1616612855.8508
MEM 3186.253906 1616612855.9707
CHLD 0 654.546875 1616612855.9898
CHLD 1 473.601562 1616612855.9899
CHLD 2 473.617188 1616612855.9899
CHLD 3 474.089844 1616612855.9900
CHLD 4 639.289062 1616612855.9901
CHLD 5 472.679688 1616612855.9901
MEM 3114.531250 1616612856.1089
CHLD 0 448.246094 1616612856.1270
CHLD 1 473.601562 1616612856.1271
CHLD 2 473.617188 1616612856.1272
CHLD 3 474.089844 1616612856.1272
CHLD 4 769.226562 1616612856.1273
CHLD 5 472.679688 1616612856.1274
MEM 3242.148438 1616612856.2462
CHLD 0 448.246094 1616612856.2644
CHLD 1 473.601562 1616612856.2644
CHLD 2 473.617188 1616612856.2645
CHLD 3 474.089844 1616612856.2646
CHLD 4 690.636719 1616612856.2647
CHLD 5 472.679688 1616612856.2647
MEM 2835.882812 1616612856.3841
CHLD 0 448.246094 1616612856.4029
CHLD 1 473.601562 1616612856.4030
CHLD 2 473.617188 1616612856.4030
CHLD 3 474.089844 1616612856.4031
CHLD 4 473.562500 1616612856.4032
CHLD 5 472.679688 1616612856.4033
MEM 2835.882812 1616612856.5225
CHLD 0 448.246094 1616612856.5411
CHLD 1 473.601562 1616612856.5412
CHLD 2 473.617188 1616612856.5412
CHLD 3 474.089844 1616612856.5413
CHLD 4 473.562500 1616612856.5414
CHLD 5 472.679688 1616612856.5414
MEM 2835.882812 1616612856.6606
CHLD 0 448.246094 1616612856.6790
CHLD 1 473.601562 1616612856.6791
CHLD 2 473.617188 1616612856.6792
CHLD 3 474.089844 1616612856.6792
CHLD 4 473.562500 1616612856.6793
CHLD 5 472.679688 1616612856.6794
MEM 2835.882812 1616612856.7982
CHLD 0 448.246094 1616612856.8165
CHLD 1 473.601562 1616612856.8166
CHLD 2 473.617188 1616612856.8167
CHLD 3 474.089844 1616612856.8167
CHLD 4 473.562500 1616612856.8168
CHLD 5 472.679688 1616612856.8169
MEM 2835.882812 1616612856.9360
CHLD 0 448.246094 1616612856.9542
CHLD 1 473.601562 1616612856.9542
CHLD 2 473.617188 1616612856.9543
CHLD 3 474.089844 1616612856.9544
CHLD 4 473.562500 1616612856.9545
CHLD 5 472.679688 1616612856.9545
