CMDLINE mpiexec --oversubscribe -n 6 python run.py
CHLD 2 475.382812 1616612696.2851
CHLD 3 476.519531 1616612696.2851
CHLD 4 475.761719 1616612696.2852
CHLD 5 474.222656 1616612696.2853
MEM 2851.371094 1616612696.4048
CHLD 0 451.152344 1616612696.4236
CHLD 1 476.582031 1616612696.4237
CHLD 2 475.382812 1616612696.4238
CHLD 3 476.519531 1616612696.4239
CHLD 4 475.761719 1616612696.4240
CHLD 5 474.222656 1616612696.4240
MEM 2851.371094 1616612696.5434
CHLD 0 451.152344 1616612696.5620
CHLD 1 476.582031 1616612696.5621
CHLD 2 475.382812 1616612696.5622
CHLD 3 476.519531 1616612696.5623
CHLD 4 475.761719 1616612696.5623
CHLD 5 474.222656 1616612696.5624
MEM 2851.371094 1616612696.6816
CHLD 0 451.152344 1616612696.7001
CHLD 1 476.582031 1616612696.7002
CHLD 2 475.382812 1616612696.7003
CHLD 3 476.519531 1616612696.7004
CHLD 4 475.761719 1616612696.7005
CHLD 5 474.222656 1616612696.7006
MEM 2851.371094 1616612696.8200
CHLD 0 451.152344 1616612696.8388
CHLD 1 476.582031 1616612696.8389
CHLD 2 475.382812 1616612696.8390
CHLD 3 476.519531 1616612696.8390
CHLD 4 475.761719 1616612696.8391
CHLD 5 474.222656 1616612696.8392
MEM 2851.371094 1616612696.9583
CHLD 0 451.152344 1616612696.9769
CHLD 1 476.582031 1616612696.9770
CHLD 2 475.382812 1616612696.9771
CHLD 3 476.519531 1616612696.9771
CHLD 4 475.761719 1616612696.9772
CHLD 5 474.222656 1616612696.9773
MEM 2865.808594 1616612697.0958
CHLD 0 451.152344 1616612697.1138
CHLD 1 476.582031 1616612697.1139
CHLD 2 475.382812 1616612697.1139
CHLD 3 509.519531 1616612697.1140
CHLD 4 475.761719 1616612697.1141
CHLD 5 474.222656 1616612697.1141
MEM 3044.730469 1616612697.2331
CHLD 0 451.152344 1616612697.2507
CHLD 1 476.582031 1616612697.2508
CHLD 2 475.382812 1616612697.2508
CHLD 3 687.925781 1616612697.2509
CHLD 4 475.761719 1616612697.2510
CHLD 5 474.222656 1616612697.2510
MEM 3096.035156 1616612697.3707
CHLD 0 451.152344 1616612697.3898
CHLD 1 476.582031 1616612697.3899
CHLD 2 475.382812 1616612697.3899
CHLD 3 721.183594 1616612697.3900
CHLD 4 475.761719 1616612697.3901
CHLD 5 474.222656 1616612697.3902
MEM 3096.035156 1616612697.5096
CHLD 0 451.152344 1616612697.5283
CHLD 1 476.582031 1616612697.5284
CHLD 2 475.382812 1616612697.5285
CHLD 3 721.183594 1616612697.5286
CHLD 4 475.761719 1616612697.5287
CHLD 5 474.222656 1616612697.5287
MEM 3096.035156 1616612697.6483
CHLD 0 451.152344 1616612697.6664
CHLD 1 476.582031 1616612697.6665
CHLD 2 475.382812 1616612697.6666
CHLD 3 671.554688 1616612697.6666
CHLD 4 475.761719 1616612697.6667
CHLD 5 474.222656 1616612697.6668
MEM 2991.828125 1616612697.7841
CHLD 0 451.152344 1616612697.8006
CHLD 1 476.582031 1616612697.8006
CHLD 2 475.382812 1616612697.8007
CHLD 3 616.976562 1616612697.8008
CHLD 4 475.761719 1616612697.8008
CHLD 5 474.222656 1616612697.8009
MEM 3050.527344 1616612697.9211
CHLD 0 451.152344 1616612697.9401
CHLD 1 476.582031 1616612697.9402
CHLD 2 475.382812 1616612697.9403
CHLD 3 675.675781 1616612697.9403
CHLD 4 475.761719 1616612697.9404
CHLD 5 474.222656 1616612697.9405
MEM 3050.527344 1616612698.0613
CHLD 0 451.152344 1616612698.0802
CHLD 1 476.582031 1616612698.0803
CHLD 2 475.382812 1616612698.0803
CHLD 3 675.675781 1616612698.0804
CHLD 4 475.761719 1616612698.0805
CHLD 5 474.222656 1616612698.0805
MEM 2999.175781 1616612698.2009
CHLD 0 544.175781 1616612698.2204
CHLD 1 476.582031 1616612698.2205
CHLD 2 570.511719 1616612698.2206
CHLD 3 475.359375 1616612698.2207
CHLD 4 475.761719 1616612698.2207
CHLD 5 474.222656 1616612698.2208
MEM 3342.015625 1616612698.3410
CHLD 0 677.417969 1616612698.3603
CHLD 1 476.582031 1616612698.3604
CHLD 2 720.042969 1616612698.3605
CHLD 3 475.359375 1616612698.3606
CHLD 4 560.320312 1616612698.3606
CHLD 5 474.222656 1616612698.3607
MEM 3685.468750 1616612698.4809
CHLD 0 816.683594 1616612698.5009
CHLD 1 476.582031 1616612698.5010
CHLD 2 720.042969 1616612698.5011
CHLD 3 475.359375 1616612698.5011
CHLD 4 720.421875 1616612698.5012
CHLD 5 474.222656 1616612698.5013
MEM 3612.343750 1616612698.6235
CHLD 0 657.453125 1616612698.6427
CHLD 1 476.582031 1616612698.6427
CHLD 2 720.042969 1616612698.6428
CHLD 3 562.238281 1616612698.6429
CHLD 4 720.421875 1616612698.6430
CHLD 5 474.222656 1616612698.6430
MEM 3584.964844 1616612698.7646
CHLD 0 451.152344 1616612698.7843
CHLD 1 476.582031 1616612698.7844
CHLD 2 720.042969 1616612698.7844
CHLD 3 738.582031 1616612698.7845
CHLD 4 720.421875 1616612698.7846
CHLD 5 474.222656 1616612698.7847
MEM 3496.320312 1616612698.9038
CHLD 0 451.152344 1616612698.9212
CHLD 1 476.582031 1616612698.9213
CHLD 2 597.734375 1616612698.9213
CHLD 3 806.082031 1616612698.9214
CHLD 4 617.445312 1616612698.9214
CHLD 5 474.222656 1616612698.9215
MEM 3188.410156 1616612699.0431
CHLD 0 451.152344 1616612699.0640
CHLD 1 476.582031 1616612699.0641
CHLD 2 613.199219 1616612699.0642
CHLD 3 475.359375 1616612699.0642
CHLD 4 676.144531 1616612699.0643
CHLD 5 474.222656 1616612699.0644
MEM 3228.804688 1616612699.1886
CHLD 0 451.152344 1616612699.2091
CHLD 1 476.582031 1616612699.2092
CHLD 2 667.000000 1616612699.2093
CHLD 3 475.359375 1616612699.2093
CHLD 4 676.144531 1616612699.2094
CHLD 5 474.222656 1616612699.2095
MEM 3129.562500 1616612699.3306
CHLD 0 552.167969 1616612699.3511
CHLD 1 476.582031 1616612699.3512
CHLD 2 671.640625 1616612699.3513
CHLD 3 475.359375 1616612699.3514
CHLD 4 475.886719 1616612699.3514
CHLD 5 474.222656 1616612699.3515
MEM 3253.523438 1616612699.4718
CHLD 0 676.386719 1616612699.4912
CHLD 1 476.582031 1616612699.4913
CHLD 2 671.640625 1616612699.4914
CHLD 3 475.359375 1616612699.4915
CHLD 4 475.886719 1616612699.4916
CHLD 5 474.222656 1616612699.4917
MEM 3184.625000 1616612699.6113
CHLD 0 807.660156 1616612699.6299
CHLD 1 476.582031 1616612699.6300
CHLD 2 471.468750 1616612699.6301
CHLD 3 475.359375 1616612699.6301
CHLD 4 475.886719 1616612699.6302
CHLD 5 474.222656 1616612699.6303
MEM 3111.757812 1616612699.7488
CHLD 0 657.453125 1616612699.7668
CHLD 1 476.582031 1616612699.7669
CHLD 2 471.468750 1616612699.7670
CHLD 3 475.359375 1616612699.7671
CHLD 4 561.992188 1616612699.7671
CHLD 5 474.222656 1616612699.7672
MEM 3109.308594 1616612699.8857
CHLD 0 482.011719 1616612699.9034
CHLD 1 476.582031 1616612699.9035
CHLD 2 471.468750 1616612699.9036
CHLD 3 475.359375 1616612699.9037
CHLD 4 745.812500 1616612699.9038
CHLD 5 474.222656 1616612699.9038
MEM 3411.449219 1616612700.0237
CHLD 0 610.386719 1616612700.0399
CHLD 1 507.261719 1616612700.0400
CHLD 2 471.468750 1616612700.0401
CHLD 3 475.359375 1616612700.0401
CHLD 4 768.320312 1616612700.0402
CHLD 5 474.222656 1616612700.0402
MEM 3244.996094 1616612700.1605
CHLD 0 740.113281 1616612700.1803
CHLD 1 620.957031 1616612700.1804
CHLD 2 471.468750 1616612700.1805
CHLD 3 475.359375 1616612700.1805
CHLD 4 475.929688 1616612700.1806
CHLD 5 474.222656 1616612700.1807
MEM 3489.660156 1616612700.3011
CHLD 0 785.101562 1616612700.3210
CHLD 1 721.246094 1616612700.3211
CHLD 2 471.468750 1616612700.3211
CHLD 3 475.359375 1616612700.3212
CHLD 4 475.929688 1616612700.3213
CHLD 5 474.222656 1616612700.3214
MEM 3403.902344 1616612700.4417
CHLD 0 657.453125 1616612700.4617
CHLD 1 721.246094 1616612700.4618
CHLD 2 598.566406 1616612700.4618
CHLD 3 475.359375 1616612700.4619
CHLD 4 475.929688 1616612700.4620
CHLD 5 474.222656 1616612700.4620
MEM 3335.015625 1616612700.5825
CHLD 0 451.152344 1616612700.6028
CHLD 1 721.246094 1616612700.6028
CHLD 2 732.886719 1616612700.6029
CHLD 3 475.359375 1616612700.6030
CHLD 4 475.929688 1616612700.6030
CHLD 5 474.222656 1616612700.6031
MEM 3454.382812 1616612700.7204
CHLD 0 451.152344 1616612700.7371
CHLD 1 721.246094 1616612700.7372
CHLD 2 849.933594 1616612700.7372
CHLD 3 475.359375 1616612700.7373
CHLD 4 475.929688 1616612700.7374
CHLD 5 474.222656 1616612700.7374
MEM 3010.140625 1616612700.8568
CHLD 0 505.761719 1616612700.8753
CHLD 1 599.128906 1616612700.8754
CHLD 2 475.550781 1616612700.8754
CHLD 3 475.359375 1616612700.8755
CHLD 4 475.929688 1616612700.8756
CHLD 5 474.222656 1616612700.8756
MEM 3156.816406 1616612700.9953
CHLD 0 633.847656 1616612701.0143
CHLD 1 617.171875 1616612701.0144
CHLD 2 475.550781 1616612701.0145
CHLD 3 475.359375 1616612701.0146
CHLD 4 475.929688 1616612701.0147
CHLD 5 474.222656 1616612701.0148
MEM 3329.000000 1616612701.1347
CHLD 0 762.800781 1616612701.1536
CHLD 1 671.230469 1616612701.1537
CHLD 2 475.550781 1616612701.1538
CHLD 3 475.359375 1616612701.1538
CHLD 4 475.929688 1616612701.1539
CHLD 5 474.222656 1616612701.1540
MEM 3383.785156 1616612701.2736
CHLD 0 657.453125 1616612701.2924
CHLD 1 675.871094 1616612701.2925
CHLD 2 477.351562 1616612701.2926
CHLD 3 475.359375 1616612701.2926
CHLD 4 475.929688 1616612701.2927
CHLD 5 474.222656 1616612701.2928
MEM 3371.890625 1616612701.4133
CHLD 0 657.453125 1616612701.4329
CHLD 1 675.871094 1616612701.4329
CHLD 2 609.867188 1616612701.4330
CHLD 3 475.359375 1616612701.4331
CHLD 4 475.929688 1616612701.4332
CHLD 5 474.222656 1616612701.4332
MEM 3120.656250 1616612701.5524
CHLD 0 494.644531 1616612701.5707
CHLD 1 475.554688 1616612701.5708
CHLD 2 733.617188 1616612701.5709
CHLD 3 475.359375 1616612701.5710
CHLD 4 475.929688 1616612701.5711
CHLD 5 474.222656 1616612701.5712
MEM 3350.093750 1616612701.6907
CHLD 0 622.503906 1616612701.7093
CHLD 1 475.554688 1616612701.7094
CHLD 2 835.453125 1616612701.7095
CHLD 3 475.359375 1616612701.7095
CHLD 4 475.929688 1616612701.7096
CHLD 5 474.222656 1616612701.7096
MEM 3151.195312 1616612701.8289
CHLD 0 751.457031 1616612701.8479
CHLD 1 475.554688 1616612701.8480
CHLD 2 475.550781 1616612701.8481
CHLD 3 475.359375 1616612701.8481
CHLD 4 475.929688 1616612701.8482
CHLD 5 474.222656 1616612701.8482
MEM 3257.847656 1616612701.9679
CHLD 0 719.664062 1616612701.9866
CHLD 1 475.554688 1616612701.9867
CHLD 2 475.550781 1616612701.9868
CHLD 3 475.359375 1616612701.9868
CHLD 4 475.929688 1616612701.9869
CHLD 5 474.222656 1616612701.9870
MEM 3169.769531 1616612702.1066
CHLD 0 657.453125 1616612702.1256
CHLD 1 608.582031 1616612702.1257
CHLD 2 475.550781 1616612702.1257
CHLD 3 475.359375 1616612702.1258
CHLD 4 475.929688 1616612702.1259
CHLD 5 474.222656 1616612702.1259
MEM 3092.890625 1616612702.2463
CHLD 0 451.152344 1616612702.2652
CHLD 1 734.910156 1616612702.2653
CHLD 2 475.550781 1616612702.2654
CHLD 3 475.359375 1616612702.2655
CHLD 4 475.929688 1616612702.2655
CHLD 5 474.222656 1616612702.2656
MEM 3209.421875 1616612702.3860
CHLD 0 451.152344 1616612702.4056
CHLD 1 851.699219 1616612702.4056
CHLD 2 475.550781 1616612702.4057
CHLD 3 475.359375 1616612702.4058
CHLD 4 475.929688 1616612702.4058
CHLD 5 474.222656 1616612702.4059
MEM 2877.070312 1616612702.5257
CHLD 0 496.191406 1616612702.5446
CHLD 1 475.597656 1616612702.5447
CHLD 2 475.550781 1616612702.5448
CHLD 3 475.359375 1616612702.5449
CHLD 4 475.929688 1616612702.5450
CHLD 5 474.222656 1616612702.5451
MEM 3004.671875 1616612702.6647
CHLD 0 623.019531 1616612702.6837
CHLD 1 475.597656 1616612702.6838
CHLD 2 475.550781 1616612702.6838
CHLD 3 475.359375 1616612702.6839
CHLD 4 475.929688 1616612702.6840
CHLD 5 474.222656 1616612702.6840
MEM 3130.531250 1616612702.8039
CHLD 0 749.652344 1616612702.8231
CHLD 1 475.597656 1616612702.8232
CHLD 2 475.550781 1616612702.8233
CHLD 3 475.359375 1616612702.8234
CHLD 4 475.929688 1616612702.8234
CHLD 5 474.222656 1616612702.8235
MEM 3258.148438 1616612702.9429
CHLD 0 719.664062 1616612702.9614
CHLD 1 475.597656 1616612702.9615
CHLD 2 475.550781 1616612702.9615
CHLD 3 475.359375 1616612702.9616
CHLD 4 475.929688 1616612702.9616
CHLD 5 474.222656 1616612702.9617
MEM 3178.320312 1616612703.0814
CHLD 0 657.453125 1616612703.1004
CHLD 1 618.937500 1616612703.1005
CHLD 2 475.550781 1616612703.1006
CHLD 3 475.359375 1616612703.1007
CHLD 4 475.929688 1616612703.1007
CHLD 5 477.570312 1616612703.1008
MEM 3228.796875 1616612703.2201
CHLD 0 451.152344 1616612703.2387
CHLD 1 755.320312 1616612703.2387
CHLD 2 475.550781 1616612703.2388
CHLD 3 475.359375 1616612703.2389
CHLD 4 475.929688 1616612703.2389
CHLD 5 607.765625 1616612703.2390
MEM 3485.578125 1616612703.3585
CHLD 0 451.152344 1616612703.3773
CHLD 1 844.203125 1616612703.3774
CHLD 2 475.550781 1616612703.3774
CHLD 3 475.359375 1616612703.3775
CHLD 4 475.929688 1616612703.3776
CHLD 5 718.882812 1616612703.3777
MEM 3094.222656 1616612703.4977
CHLD 0 451.152344 1616612703.5170
CHLD 1 475.597656 1616612703.5171
CHLD 2 475.550781 1616612703.5171
CHLD 3 475.359375 1616612703.5172
CHLD 4 475.929688 1616612703.5173
CHLD 5 718.882812 1616612703.5174
MEM 3094.222656 1616612703.6374
CHLD 0 451.152344 1616612703.6566
CHLD 1 475.597656 1616612703.6566
CHLD 2 475.550781 1616612703.6567
CHLD 3 475.359375 1616612703.6568
CHLD 4 475.929688 1616612703.6569
CHLD 5 718.882812 1616612703.6570
MEM 3094.222656 1616612703.7767
CHLD 0 451.152344 1616612703.7959
CHLD 1 475.597656 1616612703.7960
CHLD 2 475.550781 1616612703.7961
CHLD 3 475.359375 1616612703.7961
CHLD 4 475.929688 1616612703.7962
CHLD 5 718.882812 1616612703.7963
MEM 2971.914062 1616612703.9160
CHLD 0 451.152344 1616612703.9352
CHLD 1 475.597656 1616612703.9353
CHLD 2 475.550781 1616612703.9354
CHLD 3 475.359375 1616612703.9354
CHLD 4 475.929688 1616612703.9355
CHLD 5 596.574219 1616612703.9356
MEM 2991.246094 1616612704.0550
CHLD 0 451.152344 1616612704.0738
CHLD 1 475.597656 1616612704.0739
CHLD 2 475.550781 1616612704.0740
CHLD 3 475.359375 1616612704.0740
CHLD 4 475.929688 1616612704.0741
CHLD 5 615.906250 1616612704.0742
MEM 3049.945312 1616612704.1944
CHLD 0 451.152344 1616612704.2135
CHLD 1 475.597656 1616612704.2136
CHLD 2 475.550781 1616612704.2137
CHLD 3 475.359375 1616612704.2137
CHLD 4 475.929688 1616612704.2138
CHLD 5 674.605469 1616612704.2139
MEM 3050.972656 1616612704.3341
CHLD 0 451.152344 1616612704.3539
CHLD 1 476.625000 1616612704.3540
CHLD 2 475.550781 1616612704.3540
CHLD 3 475.359375 1616612704.3541
CHLD 4 475.929688 1616612704.3542
CHLD 5 674.605469 1616612704.3542
MEM 3050.972656 1616612704.4738
CHLD 0 451.152344 1616612704.4921
CHLD 1 476.625000 1616612704.4922
CHLD 2 475.550781 1616612704.4923
CHLD 3 475.359375 1616612704.4924
CHLD 4 475.929688 1616612704.4925
CHLD 5 674.605469 1616612704.4925
MEM 2898.074219 1616612704.6113
CHLD 0 511.949219 1616612704.6293
CHLD 1 476.625000 1616612704.6294
CHLD 2 475.550781 1616612704.6295
CHLD 3 475.359375 1616612704.6296
CHLD 4 475.929688 1616612704.6296
CHLD 5 474.347656 1616612704.6297
MEM 3000.410156 1616612704.7486
CHLD 0 614.511719 1616612704.7671
CHLD 1 476.625000 1616612704.7672
CHLD 2 475.550781 1616612704.7672
CHLD 3 475.359375 1616612704.7673
CHLD 4 475.929688 1616612704.7673
CHLD 5 474.347656 1616612704.7674
MEM 3100.488281 1616612704.8862
CHLD 0 714.074219 1616612704.9044
CHLD 1 476.625000 1616612704.9045
CHLD 2 475.550781 1616612704.9045
CHLD 3 475.359375 1616612704.9046
CHLD 4 475.929688 1616612704.9047
CHLD 5 474.347656 1616612704.9047
MEM 3200.777344 1616612705.0238
CHLD 0 814.363281 1616612705.0420
CHLD 1 476.625000 1616612705.0421
CHLD 2 475.550781 1616612705.0422
CHLD 3 475.359375 1616612705.0423
CHLD 4 475.929688 1616612705.0424
CHLD 5 474.347656 1616612705.0425
MEM 3076.605469 1616612705.1616
CHLD 0 657.453125 1616612705.1799
CHLD 1 476.625000 1616612705.1800
CHLD 2 475.550781 1616612705.1801
CHLD 3 475.359375 1616612705.1802
CHLD 4 475.929688 1616612705.1802
CHLD 5 510.179688 1616612705.1803
MEM 3200.613281 1616612705.2993
CHLD 0 657.453125 1616612705.3174
CHLD 1 476.625000 1616612705.3175
CHLD 2 475.550781 1616612705.3176
CHLD 3 475.359375 1616612705.3176
CHLD 4 475.929688 1616612705.3177
CHLD 5 634.187500 1616612705.3178
MEM 3114.453125 1616612705.4370
CHLD 0 451.152344 1616612705.4557
CHLD 1 476.625000 1616612705.4558
CHLD 2 475.550781 1616612705.4559
CHLD 3 475.359375 1616612705.4560
CHLD 4 475.929688 1616612705.4560
CHLD 5 754.328125 1616612705.4561
MEM 3231.500000 1616612705.5753
CHLD 0 451.152344 1616612705.5938
CHLD 1 476.625000 1616612705.5939
CHLD 2 475.550781 1616612705.5940
CHLD 3 475.359375 1616612705.5941
CHLD 4 475.929688 1616612705.5942
CHLD 5 871.117188 1616612705.5943
MEM 2891.886719 1616612705.7133
CHLD 0 505.503906 1616612705.7315
CHLD 1 476.625000 1616612705.7316
CHLD 2 475.550781 1616612705.7317
CHLD 3 475.359375 1616612705.7318
CHLD 4 475.929688 1616612705.7319
CHLD 5 474.347656 1616612705.7319
MEM 2993.707031 1616612705.8509
CHLD 0 606.777344 1616612705.8690
CHLD 1 476.625000 1616612705.8690
CHLD 2 475.550781 1616612705.8691
CHLD 3 475.359375 1616612705.8692
CHLD 4 475.929688 1616612705.8692
CHLD 5 474.347656 1616612705.8693
MEM 3092.496094 1616612705.9881
CHLD 0 706.339844 1616612706.0063
CHLD 1 476.625000 1616612706.0064
CHLD 2 475.550781 1616612706.0065
CHLD 3 475.359375 1616612706.0066
CHLD 4 475.929688 1616612706.0066
CHLD 5 474.347656 1616612706.0067
MEM 3193.816406 1616612706.1255
CHLD 0 807.660156 1616612706.1436
CHLD 1 476.625000 1616612706.1437
CHLD 2 475.550781 1616612706.1437
CHLD 3 475.359375 1616612706.1438
CHLD 4 475.929688 1616612706.1439
CHLD 5 474.347656 1616612706.1439
MEM 3067.066406 1616612706.2628
CHLD 0 657.453125 1616612706.2810
CHLD 1 476.625000 1616612706.2811
CHLD 2 475.550781 1616612706.2812
CHLD 3 475.359375 1616612706.2813
CHLD 4 475.929688 1616612706.2813
CHLD 5 500.640625 1616612706.2814
MEM 3190.300781 1616612706.4008
CHLD 0 657.453125 1616612706.4193
CHLD 1 476.625000 1616612706.4194
CHLD 2 475.550781 1616612706.4195
CHLD 3 475.359375 1616612706.4195
CHLD 4 475.929688 1616612706.4196
CHLD 5 624.648438 1616612706.4197
MEM 3104.656250 1616612706.5390
CHLD 0 451.152344 1616612706.5576
CHLD 1 476.625000 1616612706.5577
CHLD 2 475.550781 1616612706.5577
CHLD 3 475.359375 1616612706.5578
CHLD 4 475.929688 1616612706.5579
CHLD 5 744.015625 1616612706.5580
MEM 3221.445312 1616612706.6775
CHLD 0 451.152344 1616612706.6962
CHLD 1 476.625000 1616612706.6963
CHLD 2 475.550781 1616612706.6963
CHLD 3 475.359375 1616612706.6964
CHLD 4 475.929688 1616612706.6964
CHLD 5 860.804688 1616612706.6965
MEM 2882.089844 1616612706.8160
CHLD 0 496.191406 1616612706.8347
CHLD 1 476.625000 1616612706.8348
CHLD 2 475.550781 1616612706.8349
CHLD 3 475.359375 1616612706.8350
CHLD 4 475.929688 1616612706.8351
CHLD 5 474.347656 1616612706.8351
MEM 2984.941406 1616612706.9547
CHLD 0 599.042969 1616612706.9736
CHLD 1 476.625000 1616612706.9736
CHLD 2 475.550781 1616612706.9737
CHLD 3 475.359375 1616612706.9738
CHLD 4 475.929688 1616612706.9738
CHLD 5 474.347656 1616612706.9739
MEM 3085.019531 1616612707.0933
CHLD 0 698.863281 1616612707.1119
CHLD 1 476.625000 1616612707.1120
CHLD 2 475.550781 1616612707.1120
CHLD 3 475.359375 1616612707.1121
CHLD 4 475.929688 1616612707.1122
CHLD 5 474.347656 1616612707.1122
MEM 3185.566406 1616612707.2316
CHLD 0 799.925781 1616612707.2505
CHLD 1 476.625000 1616612707.2506
CHLD 2 475.550781 1616612707.2507
CHLD 3 475.359375 1616612707.2507
CHLD 4 475.929688 1616612707.2508
CHLD 5 474.347656 1616612707.2509
MEM 3058.042969 1616612707.3703
CHLD 0 657.453125 1616612707.3891
CHLD 1 476.625000 1616612707.3892
CHLD 2 475.550781 1616612707.3893
CHLD 3 475.359375 1616612707.3894
CHLD 4 475.929688 1616612707.3895
CHLD 5 492.390625 1616612707.3895
MEM 3182.824219 1616612707.5090
CHLD 0 657.453125 1616612707.5279
CHLD 1 476.625000 1616612707.5280
CHLD 2 475.550781 1616612707.5281
CHLD 3 475.359375 1616612707.5281
CHLD 4 475.929688 1616612707.5282
CHLD 5 616.656250 1616612707.5283
MEM 3098.468750 1616612707.6480
CHLD 0 451.152344 1616612707.6675
CHLD 1 476.625000 1616612707.6676
CHLD 2 475.550781 1616612707.6677
CHLD 3 475.359375 1616612707.6677
CHLD 4 475.929688 1616612707.6678
CHLD 5 738.601562 1616612707.6679
MEM 3216.546875 1616612707.7877
CHLD 0 451.152344 1616612707.8067
CHLD 1 476.625000 1616612707.8068
CHLD 2 475.550781 1616612707.8068
CHLD 3 475.359375 1616612707.8070
CHLD 4 475.929688 1616612707.8071
CHLD 5 856.421875 1616612707.8072
MEM 2850.714844 1616612707.9273
CHLD 0 451.152344 1616612707.9468
CHLD 1 476.625000 1616612707.9469
CHLD 2 475.550781 1616612707.9470
CHLD 3 475.359375 1616612707.9470
CHLD 4 475.929688 1616612707.9471
CHLD 5 474.347656 1616612707.9472
MEM 2850.714844 1616612708.0676
CHLD 0 451.152344 1616612708.0871
CHLD 1 476.625000 1616612708.0872
CHLD 2 475.550781 1616612708.0873
CHLD 3 475.359375 1616612708.0874
CHLD 4 475.929688 1616612708.0875
CHLD 5 474.347656 1616612708.0875
MEM 2850.714844 1616612708.2074
CHLD 0 451.152344 1616612708.2266
CHLD 1 476.625000 1616612708.2267
CHLD 2 475.550781 1616612708.2268
CHLD 3 475.359375 1616612708.2269
CHLD 4 475.929688 1616612708.2270
CHLD 5 474.347656 1616612708.2271
MEM 2850.714844 1616612708.3472
CHLD 0 451.152344 1616612708.3665
CHLD 1 476.625000 1616612708.3666
CHLD 2 475.550781 1616612708.3667
CHLD 3 475.359375 1616612708.3668
CHLD 4 475.929688 1616612708.3668
CHLD 5 474.347656 1616612708.3669
MEM 2850.714844 1616612708.4870
CHLD 0 451.152344 1616612708.5063
CHLD 1 476.625000 1616612708.5064
CHLD 2 475.550781 1616612708.5065
CHLD 3 475.359375 1616612708.5066
CHLD 4 475.929688 1616612708.5066
CHLD 5 474.347656 1616612708.5067
MEM 2850.714844 1616612708.6268
CHLD 0 451.152344 1616612708.6460
CHLD 1 476.625000 1616612708.6461
CHLD 2 475.550781 1616612708.6462
CHLD 3 475.359375 1616612708.6463
CHLD 4 475.929688 1616612708.6464
CHLD 5 474.347656 1616612708.6464
MEM 2850.714844 1616612708.7665
CHLD 0 451.152344 1616612708.7859
CHLD 1 476.625000 1616612708.7860
CHLD 2 475.550781 1616612708.7861
CHLD 3 475.359375 1616612708.7861
CHLD 4 475.929688 1616612708.7862
CHLD 5 474.347656 1616612708.7863
MEM 2850.714844 1616612708.9063
CHLD 0 451.152344 1616612708.9254
CHLD 1 476.625000 1616612708.9255
CHLD 2 475.550781 1616612708.9256
CHLD 3 475.359375 1616612708.9256
CHLD 4 475.929688 1616612708.9257
CHLD 5 474.347656 1616612708.9257
MEM 2850.714844 1616612709.0456
CHLD 0 451.152344 1616612709.0646
CHLD 1 476.625000 1616612709.0646
CHLD 2 475.550781 1616612709.0647
CHLD 3 475.359375 1616612709.0647
CHLD 4 475.929688 1616612709.0648
CHLD 5 474.347656 1616612709.0649
MEM 2850.714844 1616612709.1850
CHLD 0 451.152344 1616612709.2039
CHLD 1 476.625000 1616612709.2040
CHLD 2 475.550781 1616612709.2041
CHLD 3 475.359375 1616612709.2041
CHLD 4 475.929688 1616612709.2042
CHLD 5 474.347656 1616612709.2043
MEM 2850.714844 1616612709.3241
CHLD 0 451.152344 1616612709.3431
CHLD 1 476.625000 1616612709.3431
CHLD 2 475.550781 1616612709.3432
CHLD 3 475.359375 1616612709.3433
CHLD 4 475.929688 1616612709.3433
CHLD 5 474.347656 1616612709.3434
MEM 2850.714844 1616612709.4631
CHLD 0 451.152344 1616612709.4821
CHLD 1 476.625000 1616612709.4822
CHLD 2 475.550781 1616612709.4823
CHLD 3 475.359375 1616612709.4823
CHLD 4 475.929688 1616612709.4824
CHLD 5 474.347656 1616612709.4825
MEM 2850.714844 1616612709.6022
CHLD 0 451.152344 1616612709.6211
CHLD 1 476.625000 1616612709.6212
CHLD 2 475.550781 1616612709.6213
CHLD 3 475.359375 1616612709.6214
CHLD 4 475.929688 1616612709.6214
CHLD 5 474.347656 1616612709.6216
MEM 2850.714844 1616612709.7412
CHLD 0 451.152344 1616612709.7600
CHLD 1 476.625000 1616612709.7601
CHLD 2 475.550781 1616612709.7602
CHLD 3 475.359375 1616612709.7602
CHLD 4 475.929688 1616612709.7603
CHLD 5 474.347656 1616612709.7604
MEM 2850.714844 1616612709.8802
CHLD 0 451.152344 1616612709.8992
CHLD 1 476.625000 1616612709.8993
CHLD 2 475.550781 1616612709.8994
CHLD 3 475.359375 1616612709.8995
CHLD 4 475.929688 1616612709.8996
CHLD 5 474.347656 1616612709.8997
MEM 2850.714844 1616612710.0195
CHLD 0 451.152344 1616612710.0384
CHLD 1 476.625000 1616612710.0385
CHLD 2 475.550781 1616612710.0385
CHLD 3 475.359375 1616612710.0386
CHLD 4 475.929688 1616612710.0387
CHLD 5 474.347656 1616612710.0388
MEM 2850.714844 1616612710.1582
CHLD 0 451.152344 1616612710.1772
CHLD 1 476.625000 1616612710.1773
CHLD 2 475.550781 1616612710.1774
CHLD 3 475.359375 1616612710.1774
CHLD 4 475.929688 1616612710.1775
CHLD 5 474.347656 1616612710.1776
MEM 2850.714844 1616612710.2974
CHLD 0 451.152344 1616612710.3163
CHLD 1 476.625000 1616612710.3164
CHLD 2 475.550781 1616612710.3165
